时间,城市,确诊人数,疑似病例,死亡人数,治愈人数
2020/02/06 18:15,襄阳,838,0,3,11
2020/02/06 18:15,黄石,635,0,2,25
2020/02/06 18:15,宜昌,610,0,7,10
2020/02/06 18:15,荆门,553,0,17,21
2020/02/06 18:15,鄂州,471,0,18,8
2020/02/06 18:15,咸宁,443,0,1,3
2020/02/06 18:15,十堰,395,0,0,14
2020/02/06 18:15,仙桃,307,0,5,22
2020/02/06 18:15,天门,163,0,10,1
2020/02/06 18:15,恩施州,157,0,0,10
2020/02/06 18:15,潜江,74,0,1,0
2020/02/06 18:15,神农架林区,10,0,0,2
2020/02/06 07:28,武汉,10117,0,414,455
2020/02/06 07:28,孝感,1886,0,25,30
2020/02/06 07:28,黄冈,1807,0,29,62
2020/02/06 07:28,随州,834,0,9,9
2020/02/06 07:28,荆州,801,0,10,19
2020/02/06 07:28,襄阳,787,0,2,25
2020/02/06 07:28,黄石,566,0,2,25
2020/02/06 07:28,宜昌,563,0,6,9
2020/02/06 07:28,荆门,508,0,17,21
2020/02/06 07:28,鄂州,423,0,18,8
2020/02/06 07:28,咸宁,399,0,1,5
2020/02/06 07:28,十堰,353,0,0,20
2020/02/06 07:28,仙桃,265,0,5,11
2020/02/06 07:28,恩施州,144,0,0,10
2020/02/06 07:28,天门,138,0,10,1
2020/02/06 07:28,潜江,64,0,1,0
2020/02/06 07:28,神农架林区,10,0,0,2
2020/02/06 07:04,武汉,10117,0,414,455
2020/02/06 07:04,孝感,1886,0,25,23
2020/02/06 07:04,黄冈,1807,0,29,62
2020/02/06 07:04,随州,834,0,9,9
2020/02/06 07:04,荆州,801,0,10,19
2020/02/06 07:04,襄阳,787,0,2,25
2020/02/06 07:04,黄石,566,0,2,25
2020/02/06 07:04,宜昌,563,0,6,9
2020/02/06 07:04,荆门,508,0,17,21
2020/02/06 07:04,鄂州,423,0,18,8
2020/02/06 07:04,咸宁,399,0,1,5
2020/02/06 07:04,十堰,353,0,0,14
2020/02/06 07:04,仙桃,265,0,5,11
2020/02/06 07:04,恩施州,144,0,0,10
2020/02/06 07:04,天门,138,0,10,1
2020/02/06 07:04,潜江,64,0,1,0
2020/02/06 07:04,神农架林区,10,0,0,2
2020/02/06 04:49,武汉,10117,0,414,450
2020/02/06 04:49,孝感,1886,0,25,23
2020/02/06 04:49,黄冈,1807,0,29,62
2020/02/06 04:49,随州,834,0,9,9
2020/02/06 04:49,荆州,801,0,10,19
2020/02/06 04:49,襄阳,787,0,2,25
2020/02/06 04:49,黄石,566,0,2,25
2020/02/06 04:49,宜昌,563,0,6,9
2020/02/06 04:49,荆门,508,0,17,21
2020/02/06 04:49,鄂州,423,0,18,8
2020/02/06 04:49,咸宁,399,0,1,5
2020/02/06 04:49,十堰,353,0,0,14
2020/02/06 04:49,仙桃,265,0,5,11
2020/02/06 04:49,恩施州,144,0,0,10
2020/02/06 04:49,天门,138,0,10,1
2020/02/06 04:49,潜江,64,0,1,0
2020/02/06 04:49,神农架林区,10,0,0,2
2020/02/06 04:48,武汉,10117,0,414,450
2020/02/06 04:48,孝感,1886,0,25,23
2020/02/06 04:48,黄冈,1807,0,29,62
2020/02/06 04:48,随州,834,0,9,9
2020/02/06 04:48,荆州,801,0,10,19
2020/02/06 04:48,襄阳,787,0,2,25
2020/02/06 04:48,黄石,566,0,2,25
2020/02/06 04:48,宜昌,563,0,6,9
2020/02/06 04:48,荆门,508,0,17,21
2020/02/06 04:48,鄂州,423,0,18,8
2020/02/06 04:48,咸宁,399,0,1,5
2020/02/06 04:48,十堰,353,0,0,14
2020/02/06 04:48,仙桃,265,0,5,0
2020/02/06 04:48,恩施州,144,0,0,10
2020/02/06 04:48,天门,138,0,10,1
2020/02/06 04:48,潜江,64,0,1,0
2020/02/06 04:48,神农架林区,10,0,0,2
2020/02/06 04:47,武汉,10117,0,414,450
2020/02/06 04:47,孝感,1886,0,25,23
2020/02/06 04:47,黄冈,1807,0,29,62
2020/02/06 04:47,随州,834,0,9,9
2020/02/06 04:47,荆州,801,0,10,18
2020/02/06 04:47,襄阳,787,0,2,25
2020/02/06 04:47,黄石,566,0,2,25
2020/02/06 04:47,宜昌,563,0,6,9
2020/02/06 04:47,荆门,508,0,17,21
2020/02/06 04:47,鄂州,423,0,18,8
2020/02/06 04:47,咸宁,399,0,1,5
2020/02/06 04:47,十堰,353,0,0,14
2020/02/06 04:47,仙桃,265,0,5,0
2020/02/06 04:47,恩施州,144,0,0,10
2020/02/06 04:47,天门,138,0,10,1
2020/02/06 04:47,潜江,64,0,1,0
2020/02/06 04:47,神农架林区,10,0,0,2
2020/02/06 04:40,武汉,10117,0,414,450
2020/02/06 04:40,孝感,1886,0,25,14
2020/02/06 04:40,黄冈,1807,0,29,62
2020/02/06 04:40,随州,834,0,9,9
2020/02/06 04:40,荆州,801,0,10,18
2020/02/06 04:40,襄阳,787,0,2,25
2020/02/06 04:40,黄石,566,0,2,25
2020/02/06 04:40,宜昌,563,0,6,9
2020/02/06 04:40,荆门,508,0,17,21
2020/02/06 04:40,鄂州,423,0,18,8
2020/02/06 04:40,咸宁,399,0,1,3
2020/02/06 04:40,十堰,353,0,0,14
2020/02/06 04:40,仙桃,265,0,5,0
2020/02/06 04:40,恩施州,144,0,0,10
2020/02/06 04:40,天门,138,0,10,1
2020/02/06 04:40,潜江,64,0,1,0
2020/02/06 04:40,神农架林区,10,0,0,2
2020/02/06 04:36,武汉,10117,0,414,450
2020/02/06 04:36,孝感,1886,0,25,14
2020/02/06 04:36,黄冈,1807,0,29,62
2020/02/06 04:36,随州,834,0,9,9
2020/02/06 04:36,荆州,801,0,10,18
2020/02/06 04:36,襄阳,787,0,2,25
2020/02/06 04:36,黄石,566,0,2,25
2020/02/06 04:36,宜昌,563,0,6,9
2020/02/06 04:36,荆门,508,0,17,21
2020/02/06 04:36,鄂州,423,0,18,8
2020/02/06 04:36,咸宁,399,0,1,3
2020/02/06 04:36,十堰,353,0,0,14
2020/02/06 04:36,仙桃,265,0,5,0
2020/02/06 04:36,恩施州,144,0,0,10
2020/02/06 04:36,天门,138,0,10,1
2020/02/06 04:36,潜江,64,0,1,0
2020/02/06 04:36,神农架林区,10,0,0,2
2020/02/06 04:36,待明确地区,0,0,0,18
2020/02/06 01:27,武汉,10117,0,414,432
2020/02/06 01:27,孝感,1886,0,25,14
2020/02/06 01:27,黄冈,1807,0,29,62
2020/02/06 01:27,随州,834,0,9,9
2020/02/06 01:27,荆州,801,0,10,18
2020/02/06 01:27,襄阳,787,0,2,25
2020/02/06 01:27,黄石,566,0,2,25
2020/02/06 01:27,宜昌,563,0,6,9
2020/02/06 01:27,荆门,508,0,17,21
2020/02/06 01:27,鄂州,423,0,18,8
2020/02/06 01:27,咸宁,399,0,1,3
2020/02/06 01:27,十堰,353,0,0,14
2020/02/06 01:27,仙桃,265,0,5,0
2020/02/06 01:27,恩施州,144,0,0,10
2020/02/06 01:27,天门,138,0,10,1
2020/02/06 01:27,潜江,64,0,1,0
2020/02/06 01:27,神农架林区,10,0,0,2
2020/02/06 01:27,待明确地区,0,0,0,18
2020/02/06 01:26,武汉,10117,0,414,432
2020/02/06 01:26,孝感,1886,0,25,14
2020/02/06 01:26,黄冈,1807,0,29,62
2020/02/06 01:26,随州,834,0,9,9
2020/02/06 01:26,荆州,801,0,10,18
2020/02/06 01:26,襄阳,787,0,2,10
2020/02/06 01:26,黄石,566,0,2,25
2020/02/06 01:26,宜昌,563,0,6,9
2020/02/06 01:26,荆门,508,0,17,21
2020/02/06 01:26,鄂州,423,0,18,8
2020/02/06 01:26,咸宁,399,0,1,3
2020/02/06 01:26,十堰,353,0,0,14
2020/02/06 01:26,仙桃,265,0,5,0
2020/02/06 01:26,恩施州,144,0,0,10
2020/02/06 01:26,天门,138,0,10,1
2020/02/06 01:26,潜江,64,0,1,0
2020/02/06 01:26,神农架林区,10,0,0,2
2020/02/06 01:26,待明确地区,0,0,0,18
2020/02/05 22:55,武汉,10117,0,414,432
2020/02/05 22:55,孝感,1886,0,25,9
2020/02/05 22:55,黄冈,1807,0,29,62
2020/02/05 22:55,随州,834,0,9,9
2020/02/05 22:55,荆州,801,0,10,18
2020/02/05 22:55,襄阳,787,0,2,10
2020/02/05 22:55,黄石,566,0,2,25
2020/02/05 22:55,宜昌,563,0,6,9
2020/02/05 22:55,荆门,508,0,17,21
2020/02/05 22:55,鄂州,423,0,18,8
2020/02/05 22:55,咸宁,399,0,1,3
2020/02/05 22:55,十堰,353,0,0,14
2020/02/05 22:55,仙桃,265,0,5,0
2020/02/05 22:55,恩施州,144,0,0,10
2020/02/05 22:55,天门,138,0,10,1
2020/02/05 22:55,潜江,64,0,1,0
2020/02/05 22:55,神农架林区,10,0,0,2
2020/02/05 22:55,待明确地区,0,0,0,18
2020/02/05 18:05,武汉,10117,0,414,432
2020/02/05 18:05,孝感,1886,0,25,9
2020/02/05 18:05,黄冈,1807,0,29,62
2020/02/05 18:05,随州,834,0,9,9
2020/02/05 18:05,荆州,801,0,10,18
2020/02/05 18:05,襄阳,787,0,2,10
2020/02/05 18:05,黄石,566,0,2,25
2020/02/05 18:05,宜昌,563,0,6,9
2020/02/05 18:05,荆门,508,0,17,21
2020/02/05 18:05,鄂州,423,0,18,8
2020/02/05 18:05,咸宁,399,0,1,3
2020/02/05 18:05,十堰,353,0,0,14
2020/02/05 18:05,仙桃,265,0,5,0
2020/02/05 18:05,恩施州,144,0,0,10
2020/02/05 18:05,天门,138,0,10,1
2020/02/05 18:05,潜江,64,0,1,0
2020/02/05 18:05,神农架林区,10,0,0,2
2020/02/05 11:43,武汉,8351,0,362,374
2020/02/05 11:43,黄冈,1645,0,25,52
2020/02/05 11:43,孝感,1462,0,18,7
2020/02/05 11:43,襄阳,735,0,2,7
2020/02/05 11:43,荆州,713,0,9,12
2020/02/05 11:43,随州,706,0,8,9
2020/02/05 11:43,黄石,509,0,2,23
2020/02/05 11:43,宜昌,496,0,4,9
2020/02/05 11:43,荆门,422,0,16,16
2020/02/05 11:43,咸宁,384,0,0,2
2020/02/05 11:43,鄂州,382,0,18,6
2020/02/05 11:43,十堰,318,0,0,9
2020/02/05 11:43,仙桃,225,0,4,0
2020/02/05 11:43,恩施州,138,0,0,10
2020/02/05 11:43,天门,128,0,10,0
2020/02/05 11:43,潜江,54,0,1,0
2020/02/05 11:43,神农架林区,10,0,0,2
2020/02/05 10:52,武汉,8351,0,362,374
2020/02/05 10:52,黄冈,1645,0,25,52
2020/02/05 10:52,孝感,1462,0,18,6
2020/02/05 10:52,襄阳,735,0,2,7
2020/02/05 10:52,荆州,713,0,9,12
2020/02/05 10:52,随州,706,0,8,9
2020/02/05 10:52,黄石,509,0,2,23
2020/02/05 10:52,宜昌,496,0,4,9
2020/02/05 10:52,荆门,422,0,16,16
2020/02/05 10:52,咸宁,384,0,0,2
2020/02/05 10:52,鄂州,382,0,18,6
2020/02/05 10:52,十堰,318,0,0,9
2020/02/05 10:52,仙桃,225,0,4,0
2020/02/05 10:52,恩施州,138,0,0,10
2020/02/05 10:52,天门,128,0,10,0
2020/02/05 10:52,潜江,54,0,1,0
2020/02/05 10:52,神农架林区,10,0,0,2
2020/02/05 06:38,武汉,8351,0,362,374
2020/02/05 06:38,黄冈,1645,0,25,52
2020/02/05 06:38,孝感,1462,0,18,6
2020/02/05 06:38,襄阳,735,0,2,7
2020/02/05 06:38,荆州,713,0,9,12
2020/02/05 06:38,随州,706,0,8,9
2020/02/05 06:38,黄石,509,0,2,23
2020/02/05 06:38,宜昌,496,0,4,9
2020/02/05 06:38,荆门,422,0,16,16
2020/02/05 06:38,咸宁,384,0,0,2
2020/02/05 06:38,鄂州,382,0,18,6
2020/02/05 06:38,十堰,318,0,0,9
2020/02/05 06:38,仙桃,225,0,4,0
2020/02/05 06:38,恩施州,138,0,0,10
2020/02/05 06:38,天门,128,0,10,0
2020/02/05 06:38,潜江,54,0,1,0
2020/02/05 06:38,神农架林区,10,0,0,2
2020/02/05 04:26,武汉,8351,0,362,374
2020/02/05 04:26,黄冈,1645,0,25,52
2020/02/05 04:26,孝感,1462,0,18,6
2020/02/05 04:26,襄阳,735,0,2,7
2020/02/05 04:26,荆州,713,0,9,12
2020/02/05 04:26,随州,706,0,8,9
2020/02/05 04:26,黄石,509,0,2,23
2020/02/05 04:26,宜昌,496,0,4,9
2020/02/05 04:26,荆门,422,0,16,16
2020/02/05 04:26,咸宁,384,0,0,2
2020/02/05 04:26,鄂州,382,0,18,6
2020/02/05 04:26,十堰,318,0,0,9
2020/02/05 04:26,仙桃,225,0,4,0
2020/02/05 04:26,恩施州,138,0,0,6
2020/02/05 04:26,天门,128,0,10,0
2020/02/05 04:26,潜江,54,0,1,0
2020/02/05 04:26,神农架林区,10,0,0,2
2020/02/05 03:33,武汉,8351,0,362,374
2020/02/05 03:33,黄冈,1645,0,25,52
2020/02/05 03:33,孝感,1462,0,18,6
2020/02/05 03:33,襄阳,735,0,2,7
2020/02/05 03:33,荆州,713,0,9,9
2020/02/05 03:33,随州,706,0,8,9
2020/02/05 03:33,黄石,509,0,2,18
2020/02/05 03:33,宜昌,496,0,4,9
2020/02/05 03:33,荆门,422,0,16,16
2020/02/05 03:33,咸宁,384,0,0,2
2020/02/05 03:33,鄂州,382,0,18,6
2020/02/05 03:33,十堰,318,0,0,9
2020/02/05 03:33,仙桃,225,0,4,0
2020/02/05 03:33,恩施州,138,0,0,6
2020/02/05 03:33,天门,128,0,10,0
2020/02/05 03:33,潜江,54,0,1,0
2020/02/05 03:33,神农架林区,10,0,0,2
2020/02/05 03:31,武汉,8351,0,362,369
2020/02/05 03:31,黄冈,1645,0,25,52
2020/02/05 03:31,孝感,1462,0,18,6
2020/02/05 03:31,襄阳,735,0,2,7
2020/02/05 03:31,荆州,713,0,9,9
2020/02/05 03:31,随州,706,0,8,9
2020/02/05 03:31,黄石,509,0,2,18
2020/02/05 03:31,宜昌,496,0,4,9
2020/02/05 03:31,荆门,422,0,16,16
2020/02/05 03:31,咸宁,384,0,0,2
2020/02/05 03:31,鄂州,382,0,18,6
2020/02/05 03:31,十堰,318,0,0,9
2020/02/05 03:31,仙桃,225,0,4,0
2020/02/05 03:31,恩施州,138,0,0,6
2020/02/05 03:31,天门,128,0,10,0
2020/02/05 03:31,潜江,54,0,1,0
2020/02/05 03:31,神农架林区,10,0,0,2
2020/02/04 22:59,武汉,8351,0,362,369
2020/02/04 22:59,黄冈,1645,0,25,52
2020/02/04 22:59,孝感,1462,0,18,6
2020/02/04 22:59,襄阳,735,0,2,7
2020/02/04 22:59,荆州,713,0,9,9
2020/02/04 22:59,随州,706,0,8,9
2020/02/04 22:59,黄石,509,0,2,18
2020/02/04 22:59,宜昌,496,0,4,9
2020/02/04 22:59,荆门,422,0,16,16
2020/02/04 22:59,咸宁,384,0,0,2
2020/02/04 22:59,鄂州,382,0,18,6
2020/02/04 22:59,十堰,318,0,0,9
2020/02/04 22:59,仙桃,225,0,4,0
2020/02/04 22:59,恩施州,138,0,0,6
2020/02/04 22:59,天门,128,0,10,0
2020/02/04 22:59,潜江,54,0,1,0
2020/02/04 22:59,神农架林区,10,0,0,2
2020/02/04 21:59,武汉,8351,0,362,369
2020/02/04 21:59,黄冈,1645,0,25,52
2020/02/04 21:59,孝感,1462,0,18,6
2020/02/04 21:59,襄阳,735,0,2,7
2020/02/04 21:59,荆州,713,0,9,10
2020/02/04 21:59,随州,706,0,8,9
2020/02/04 21:59,黄石,509,0,2,17
2020/02/04 21:59,宜昌,496,0,4,9
2020/02/04 21:59,荆门,422,0,16,16
2020/02/04 21:59,咸宁,384,0,0,2
2020/02/04 21:59,鄂州,382,0,18,6
2020/02/04 21:59,十堰,318,0,0,9
2020/02/04 21:59,仙桃,225,0,4,0
2020/02/04 21:59,恩施州,138,0,0,6
2020/02/04 21:59,天门,128,0,10,0
2020/02/04 21:59,潜江,54,0,1,0
2020/02/04 21:59,神农架林区,10,0,0,2
2020/02/04 21:58,武汉,8351,0,362,369
2020/02/04 21:58,黄冈,1645,0,25,52
2020/02/04 21:58,孝感,1462,0,18,6
2020/02/04 21:58,襄阳,735,0,2,7
2020/02/04 21:58,荆州,713,0,9,10
2020/02/04 21:58,随州,706,0,8,9
2020/02/04 21:58,黄石,509,0,2,17
2020/02/04 21:58,宜昌,496,0,4,9
2020/02/04 21:58,荆门,422,0,16,16
2020/02/04 21:58,咸宁,384,0,0,2
2020/02/04 21:58,鄂州,382,0,18,6
2020/02/04 21:58,十堰,318,0,0,9
2020/02/04 21:58,仙桃,225,0,4,0
2020/02/04 21:58,恩施州,138,0,0,6
2020/02/04 21:58,天门,128,0,10,0
2020/02/04 21:58,潜江,54,0,1,0
2020/02/04 21:58,神农架林区,10,0,0,2
2020/02/04 18:36,武汉,8351,0,362,371
2020/02/04 18:36,黄冈,1645,0,25,52
2020/02/04 18:36,孝感,1462,0,18,6
2020/02/04 18:36,襄阳,735,0,2,7
2020/02/04 18:36,荆州,713,0,9,10
2020/02/04 18:36,随州,706,0,8,9
2020/02/04 18:36,黄石,509,0,2,17
2020/02/04 18:36,宜昌,496,0,4,9
2020/02/04 18:36,荆门,422,0,16,16
2020/02/04 18:36,咸宁,384,0,0,2
2020/02/04 18:36,鄂州,382,0,18,6
2020/02/04 18:36,十堰,318,0,0,9
2020/02/04 18:36,仙桃,225,0,4,0
2020/02/04 18:36,恩施州,138,0,0,6
2020/02/04 18:36,天门,128,0,10,0
2020/02/04 18:36,潜江,54,0,1,0
2020/02/04 18:36,神农架林区,10,0,0,2
2020/02/04 18:29,武汉,8351,0,362,371
2020/02/04 18:29,黄冈,1645,0,25,52
2020/02/04 18:29,孝感,1462,0,18,6
2020/02/04 18:29,襄阳,735,0,2,7
2020/02/04 18:29,荆州,713,0,9,10
2020/02/04 18:29,随州,706,0,8,9
2020/02/04 18:29,黄石,509,0,2,17
2020/02/04 18:29,宜昌,496,0,4,9
2020/02/04 18:29,荆门,422,0,16,16
2020/02/04 18:29,咸宁,384,0,0,2
2020/02/04 18:29,鄂州,382,0,18,6
2020/02/04 18:29,十堰,318,0,0,9
2020/02/04 18:29,仙桃,225,0,4,0
2020/02/04 18:29,恩施州,138,0,0,6
2020/02/04 18:29,天门,128,0,10,0
2020/02/04 18:29,潜江,54,0,1,0
2020/02/04 18:29,神农架林区,10,0,0,2
2020/02/04 04:34,武汉,6384,0,313,306
2020/02/04 04:34,黄冈,1422,0,19,41
2020/02/04 04:34,孝感,1120,0,17,4
2020/02/04 04:34,随州,641,0,6,3
2020/02/04 04:34,襄阳,632,0,1,1
2020/02/04 04:34,荆州,613,0,7,7
2020/02/04 04:34,宜昌,452,0,3,2
2020/02/04 04:34,黄石,405,0,2,9
2020/02/04 04:34,荆门,400,0,14,6
2020/02/04 04:34,咸宁,348,0,0,1
2020/02/04 04:34,鄂州,332,0,18,4
2020/02/04 04:34,十堰,291,0,0,6
2020/02/04 04:34,仙桃,188,0,3,0
2020/02/04 04:34,恩施州,123,0,0,5
2020/02/04 04:34,天门,117,0,10,0
2020/02/04 04:34,潜江,44,0,1,0
2020/02/04 04:34,神农架林区,10,0,0,2
2020/02/04 04:33,武汉,6384,0,313,306
2020/02/04 04:33,黄冈,1422,0,19,41
2020/02/04 04:33,孝感,1120,0,17,4
2020/02/04 04:33,随州,641,0,6,3
2020/02/04 04:33,襄阳,632,0,1,1
2020/02/04 04:33,荆州,613,0,7,7
2020/02/04 04:33,宜昌,452,0,3,2
2020/02/04 04:33,黄石,405,0,2,9
2020/02/04 04:33,荆门,400,0,14,6
2020/02/04 04:33,咸宁,348,0,0,1
2020/02/04 04:33,鄂州,332,0,18,4
2020/02/04 04:33,十堰,291,0,0,6
2020/02/04 04:33,仙桃,188,0,3,0
2020/02/04 04:33,恩施州,123,0,0,5
2020/02/04 04:33,天门,117,0,10,0
2020/02/04 04:33,潜江,44,0,1,0
2020/02/04 04:33,神农架林区,10,0,0,2
2020/02/04 04:20,武汉,6384,0,313,304
2020/02/04 04:20,黄冈,1422,0,19,41
2020/02/04 04:20,孝感,1120,0,17,4
2020/02/04 04:20,随州,641,0,6,3
2020/02/04 04:20,襄阳,632,0,1,1
2020/02/04 04:20,荆州,613,0,7,7
2020/02/04 04:20,宜昌,452,0,3,2
2020/02/04 04:20,黄石,405,0,2,9
2020/02/04 04:20,荆门,400,0,14,6
2020/02/04 04:20,咸宁,348,0,0,1
2020/02/04 04:20,鄂州,332,0,18,4
2020/02/04 04:20,十堰,291,0,0,6
2020/02/04 04:20,仙桃,188,0,3,0
2020/02/04 04:20,恩施州,123,0,0,5
2020/02/04 04:20,天门,117,0,10,0
2020/02/04 04:20,潜江,44,0,1,0
2020/02/04 04:20,神农架林区,10,0,0,2
2020/02/04 04:18,武汉,6384,0,313,304
2020/02/04 04:18,黄冈,1422,0,19,41
2020/02/04 04:18,孝感,1120,0,17,4
2020/02/04 04:18,随州,641,0,6,3
2020/02/04 04:18,襄阳,632,0,1,1
2020/02/04 04:18,荆州,613,0,7,7
2020/02/04 04:18,宜昌,452,0,3,2
2020/02/04 04:18,黄石,405,0,2,9
2020/02/04 04:18,荆门,400,0,14,6
2020/02/04 04:18,咸宁,348,0,0,1
2020/02/04 04:18,鄂州,332,0,18,4
2020/02/04 04:18,十堰,291,0,0,6
2020/02/04 04:18,仙桃,188,0,3,0
2020/02/04 04:18,恩施州,123,0,0,5
2020/02/04 04:18,天门,117,0,10,0
2020/02/04 04:18,潜江,44,0,1,0
2020/02/04 04:18,神农架林区,10,0,0,2
2020/02/04 04:16,武汉,6384,0,313,304
2020/02/04 04:16,黄冈,1422,0,19,41
2020/02/04 04:16,孝感,1120,0,17,4
2020/02/04 04:16,随州,641,0,6,3
2020/02/04 04:16,襄阳,632,0,1,1
2020/02/04 04:16,荆州,613,0,7,7
2020/02/04 04:16,宜昌,452,0,3,2
2020/02/04 04:16,黄石,405,0,2,9
2020/02/04 04:16,荆门,400,0,14,9
2020/02/04 04:16,咸宁,348,0,0,1
2020/02/04 04:16,鄂州,332,0,18,4
2020/02/04 04:16,十堰,291,0,0,6
2020/02/04 04:16,仙桃,188,0,3,0
2020/02/04 04:16,恩施州,123,0,0,5
2020/02/04 04:16,天门,117,0,10,0
2020/02/04 04:16,潜江,44,0,1,0
2020/02/04 04:16,神农架林区,10,0,0,2
2020/02/04 02:05,武汉,6384,0,313,307
2020/02/04 02:05,黄冈,1422,0,19,41
2020/02/04 02:05,孝感,1120,0,17,4
2020/02/04 02:05,随州,641,0,6,3
2020/02/04 02:05,襄阳,632,0,1,1
2020/02/04 02:05,荆州,613,0,7,7
2020/02/04 02:05,宜昌,452,0,3,2
2020/02/04 02:05,黄石,405,0,2,9
2020/02/04 02:05,荆门,400,0,14,9
2020/02/04 02:05,咸宁,348,0,0,1
2020/02/04 02:05,鄂州,332,0,18,4
2020/02/04 02:05,十堰,291,0,0,6
2020/02/04 02:05,仙桃,188,0,3,0
2020/02/04 02:05,恩施州,123,0,0,5
2020/02/04 02:05,天门,117,0,10,0
2020/02/04 02:05,潜江,44,0,1,0
2020/02/04 02:05,神农架林区,10,0,0,2
2020/02/04 01:43,武汉,6384,0,313,307
2020/02/04 01:43,黄冈,1422,0,19,41
2020/02/04 01:43,孝感,1120,0,17,4
2020/02/04 01:43,随州,641,0,6,3
2020/02/04 01:43,襄阳,632,0,1,1
2020/02/04 01:43,荆州,613,0,7,7
2020/02/04 01:43,宜昌,452,0,3,2
2020/02/04 01:43,黄石,405,0,2,9
2020/02/04 01:43,荆门,400,0,14,9
2020/02/04 01:43,咸宁,348,0,0,1
2020/02/04 01:43,鄂州,332,0,18,4
2020/02/04 01:43,十堰,291,0,0,6
2020/02/04 01:43,仙桃,188,0,3,0
2020/02/04 01:43,恩施州,123,0,0,5
2020/02/04 01:43,天门,117,0,10,0
2020/02/04 01:43,潜江,44,0,1,0
2020/02/04 01:43,神农架林区,10,0,0,2
2020/02/04 01:42,武汉,6384,0,313,307
2020/02/04 01:42,黄冈,1422,0,19,41
2020/02/04 01:42,孝感,1120,0,17,4
2020/02/04 01:42,随州,641,0,6,3
2020/02/04 01:42,襄阳,632,0,1,1
2020/02/04 01:42,荆州,613,0,7,7
2020/02/04 01:42,宜昌,452,0,3,2
2020/02/04 01:42,黄石,405,0,2,9
2020/02/04 01:42,荆门,400,0,14,9
2020/02/04 01:42,咸宁,348,0,0,1
2020/02/04 01:42,鄂州,332,0,18,4
2020/02/04 01:42,十堰,291,0,0,6
2020/02/04 01:42,仙桃,188,0,3,0
2020/02/04 01:42,恩施州,123,0,0,5
2020/02/04 01:42,天门,117,0,10,0
2020/02/04 01:42,潜江,44,0,1,0
2020/02/04 01:42,神农架林区,10,0,0,2
2020/02/04 01:36,武汉,6384,0,313,307
2020/02/04 01:36,黄冈,1422,0,19,41
2020/02/04 01:36,孝感,1120,0,17,4
2020/02/04 01:36,随州,641,0,6,3
2020/02/04 01:36,襄阳,632,0,1,1
2020/02/04 01:36,荆州,613,0,7,7
2020/02/04 01:36,宜昌,452,0,3,2
2020/02/04 01:36,黄石,405,0,2,9
2020/02/04 01:36,荆门,400,0,14,9
2020/02/04 01:36,咸宁,348,0,0,1
2020/02/04 01:36,鄂州,332,0,18,4
2020/02/04 01:36,十堰,291,0,0,4
2020/02/04 01:36,仙桃,188,0,3,0
2020/02/04 01:36,恩施州,123,0,0,5
2020/02/04 01:36,天门,117,0,10,0
2020/02/04 01:36,潜江,44,0,1,0
2020/02/04 01:36,神农架林区,10,0,0,2
2020/02/03 22:13,武汉,6384,0,313,307
2020/02/03 22:13,黄冈,1422,0,19,41
2020/02/03 22:13,孝感,1120,0,17,4
2020/02/03 22:13,随州,641,0,6,3
2020/02/03 22:13,襄阳,632,0,1,1
2020/02/03 22:13,荆州,613,0,7,6
2020/02/03 22:13,宜昌,452,0,3,2
2020/02/03 22:13,黄石,405,0,2,9
2020/02/03 22:13,荆门,400,0,14,9
2020/02/03 22:13,咸宁,348,0,0,1
2020/02/03 22:13,鄂州,332,0,18,4
2020/02/03 22:13,十堰,291,0,0,4
2020/02/03 22:13,仙桃,188,0,3,0
2020/02/03 22:13,恩施州,123,0,0,5
2020/02/03 22:13,天门,117,0,10,0
2020/02/03 22:13,潜江,44,0,1,0
2020/02/03 22:13,神农架林区,10,0,0,2
2020/02/03 20:21,武汉,6384,0,313,228
2020/02/03 20:21,黄冈,1422,0,19,32
2020/02/03 20:21,孝感,1120,0,17,2
2020/02/03 20:21,随州,641,0,6,3
2020/02/03 20:21,襄阳,632,0,1,1
2020/02/03 20:21,荆州,613,0,7,6
2020/02/03 20:21,宜昌,452,0,3,2
2020/02/03 20:21,黄石,405,0,2,8
2020/02/03 20:21,荆门,400,0,14,6
2020/02/03 20:21,咸宁,348,0,0,1
2020/02/03 20:21,鄂州,332,0,18,2
2020/02/03 20:21,十堰,291,0,0,2
2020/02/03 20:21,仙桃,188,0,3,0
2020/02/03 20:21,恩施州,123,0,0,5
2020/02/03 20:21,天门,117,0,10,0
2020/02/03 20:21,潜江,44,0,1,0
2020/02/03 20:21,神农架林区,10,0,0,2
2020/02/03 18:14,武汉,6384,0,313,228
2020/02/03 18:14,黄冈,1422,0,19,32
2020/02/03 18:14,孝感,1120,0,17,2
2020/02/03 18:14,随州,641,0,6,3
2020/02/03 18:14,襄阳,632,0,1,1
2020/02/03 18:14,荆州,613,0,7,6
2020/02/03 18:14,宜昌,452,0,3,2
2020/02/03 18:14,黄石,405,0,2,8
2020/02/03 18:14,荆门,400,0,14,6
2020/02/03 18:14,咸宁,348,0,0,1
2020/02/03 18:14,鄂州,332,0,18,2
2020/02/03 18:14,十堰,291,0,0,2
2020/02/03 18:14,仙桃,188,0,3,0
2020/02/03 18:14,恩施州,123,0,0,5
2020/02/03 18:14,天门,117,0,10,0
